course_code,course_title,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability
ANTHRO 1290,Culture and Evolution 001,Henrich,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=23664dff9984278f9fc74ab200a0d9f0ecee2595a9f0ef1bd41de7174e41ccebc1dfe0ebbc1299bd521cfd3040b01ed6&ReportType=2&regl=en-US,FAS-224392-2252-1-1-001,FAS-224392-2252-1-1-001(Henrich),224392,12,15,4.56,5.0,5.0,0.6863753427324667,4.75,5.0,5.0,0.4351941398892446,5.5,4.5,4.0,3.21,4.5,5.0,5.0,0.71,0.8168,0.8168,0.985,0.2378707211911546,0.0,0.0,0.0,0.0,"I think this was an excellent class with two really knowledgeable and kind professors. The topic was so interesting, and while it's about the deep past, I think it's incredibly relevant for people to understand. There wasn't a lot of work outside the two exams and the final paper, which was nice. You do have to use Perusal, but it honestly didn't bother me much. I think it makes you engage more with the content of the readings and you get to hear what your classmates think. Most people in the class were very engaged with the topic and we had some great discussions. There were a few issues with the exams, but I don't think this will be the case for future versions of this class. I highly recommend it!",0.985,,0.0,,0.0
ANTHRO 1435,Challenging Collections: Critical Reflections on Collecting Through Harvard’s History 001,Loren,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2ad55c5ebf17972ec0acd4c0964ed296769e49c2b84d148c50ed73bf937bc1d3271195ab7868cdeb1a93e5859e2e39ab&ReportType=2&regl=en-US,FAS-218189-2252-1-1-001,FAS-218189-2252-1-1-001(Loren),218189,7,12,4.8,5.0,5.0,0.40201512610368484,4.8,5.0,5.0,0.40201512610368484,5.2,4.0,4.0,2.77,4.8,5.0,5.0,0.45,0.8356,0.8356,0.8356,-1.0,0.0,0.0,0.0,-1.0,"Definitely take this course, Diana is an amazing professor and you will learn so much about about the history of Harvard, as well as its institutional identity!",0.8356,,0.0,,0.0
ANTHRO 1709,"The Anthropology of Power: Sovereignty, Hegemony, Resistance 001",Fierman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=39012c9db75490474ef2f1fe67ba19b3e522f97838510b8f387a1c626ab10ff46de8d342512f63035759fbb0924b04b1&ReportType=2&regl=en-US,FAS-218709-2252-1-1-001,FAS-218709-2252-1-1-001(Fierman),218709,12,17,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,8.0,8.0,10.0,3.46,5.0,5.0,5.0,0.0,0.7643857142857143,0.9134,0.9601,0.3140729131299049,0.0,0.0,0.0,0.0,"It's such a shame that this class won't be taught again because it was truly so enriching and enjoyable. I've taken many Political Theory/Social Theory/Social Science classes, and this one was by far one of the most thought–provoking and useful ones. I feel like I really got to gain a deeper understanding of foundational texts I had read in other classes before, and got to learn so much more through the readings on the syllabus and Prof. Fierman's explanations. The syllabus for this class is excellent, and you will truly enjoy doing the readings/wish you could spend more time with them. Additionally, Julia Fierman is an incredibly kind, bright, and engaging instructor. She's great at commanding the classroom while staying open, warm, and on an eye–to–eye level with her students. In each class, she gave a mini lecture about the readings before starting our classroom discussion, which were incredibly helpful and easy to follow. The reading assignments were very useful for getting a closer understanding of some texts and took just the right amount of time.",0.9927,,0.0,,0.0
ANTHRO 1713,Disability and the Body 001,Az,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5a617b9be29d536582f03c3f42c7d4e515c044df39a7db95b818ce62e59745a859b344804faa2b46601e63e5eb8d392e&ReportType=2&regl=en-US,FAS-225964-2252-1-1-001,FAS-225964-2252-1-1-001(Az),225964,17,20,4.07,4.0,4.0,1.0807778717575633,4.57,5.0,5.0,0.8217814036133182,5.21,6.0,6.0,1.37,4.14,4.0,4.0,1.1,0.797675,0.8525,0.8268,0.23433797783787172,0.0,0.0,0.0,0.0,"This course was a great introduction to disability studies and anthropology of the body. Through the readings, you will learn different theoretical frameworks surrounding disability as well as lived experiences. Discussions were very thought–provoking and helped me think about disability through various perspectives. Dr. Az really cares about her students, is highly receptive to student feedback, and provides useful support and feedback.  I would highly recommend this class!",0.953,,0.0,,0.0
ANTHRO 1781,"What Is Latin America? Politics, Culture, Identity 001",Fierman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a159ffafd055b9da5e264798dc472850d0b5eb6f1c0ddc31731ca8f620f32ca038de76aa6c9418fa4e879971b339bd11&ReportType=2&regl=en-US,FAS-218707-2252-1-1-001,FAS-218707-2252-1-1-001(Fierman),218707,5,9,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.38605,0.38605,0.9449,0.7903332493322042,0.0,0.0,0.0,0.0,"One of my favorite courses at Harvard. The class was challenging –– not in the sense of busy work –– but rather relatively easy assignments with material that took a long time to understand, but nevertheless incredibly rewarding. I could not recommend this class more. Professor Fierman is awesome.",0.9449,"Every class I have ever taken with Professor Fierman has been a joy and absolutely life changing. I am so sad that she will be leaving Harvard, but if she ever returns any class she teaches is a must–take!!",-0.1728,,0.0
ANTHRO 1821,"Introduction to Social Medicine: Theory, Methods, Applications 001",Zeve,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=336ad33a51abb6d0c90459910aee8d974e8f56d235325172ff48066d79cfab90a2b26cb4da41082754ca69e45175f735&ReportType=2&regl=en-US,FAS-225967-2252-1-1-001,FAS-225967-2252-1-1-001(Zeve),225967,38,44,4.52,5.0,5.0,0.7048438000855709,4.77,5.0,5.0,0.5427204202399745,4.69,5.0,5.0,2.66,4.55,5.0,5.0,0.68,0.8808416666666666,0.8956999999999999,0.9885,0.09190542034003645,0.08333333333333333,0.0,0.0,0.28867513459481287,"Take anything Marty teaches! Prof. Zeve (Marty) and TF Taylor are incredibly welcoming and dedicated to helping you learn and bring their unique perspectives working in global health to the table. This was an extremely well–balanced class (intended to be very high praise), all credit for which goes to Marty and Taylor This was a fascinating class that managed to successfully walk a very fine line between breadth and depth on such a broad subject. A lot of credit here to the teaching team –– the class was originally supposed to be a small seminar–style class, but then they had to adapt when 50 people registered.  Having listened to student feedback, they split the class in two each week with each of them alternating which half of the class they would lead in the original seminar discussion.In another example of the good balances the class struck, the readings generally skewed academic, but the assignments allowed you to go out into the real world and apply what we learned in class –– those who were interested could do an ethnography and an art project in lieu of traditional academic papers.I know Marty is an HMS professor, but I really hope she comes back for another course –– and I would be the first in line to sign up! She is an amazing professor and really cares very deeply for her students/To whichever gods read this: give Marty tenure!!!",0.9885,,0.0,The 9 am – 11 am was a bit rough on Mondays but the class was super interesting and a bit of a gem.,0.872
ANTHRO 1826,Medical Anthropology: Advanced Topics 001,Kleinman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5fe1a8e4e5ad36aafda3eebb8416e7cb5ba0c8189541c4ffbfc0473fbbad3821299cf9433f2fa08ff9e1245c18664885&ReportType=2&regl=en-US,FAS-160441-2252-1-1-001,FAS-160441-2252-1-1-001(Kleinman),160441,29,46,4.59,5.0,5.0,0.6528105515091006,4.94,5.0,5.0,0.23868325657594203,6.36,6.0,8.0,3.55,4.64,5.0,5.0,0.73,0.7112857142857143,0.8444,0.8444,0.3080850392806691,0.0,0.0,0.0,0.0,"Arthur Kleinman's last class at Harvard was truly a memorable one for me. The people he brought in every week to talk about their experience with medical anthropology were all extremely interesting, and he was an engaging interviewer and occasional lecturer. The readings were all great, and they all had nuanced and interesting views on various topics in and out of the field of medical anthropology. The section component was so interesting and facilitated some interesting discussion in the class, and I met some amazing people through this class!",0.9763,,0.0,,0.0
ANTHRO 1853,The Everyday: Ethnographic Visions and Representations 001,Khaira,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=06a3f1389737106337c485ea04db203af99247f6c3d02dc147e99645ca84a3a3748fcf59386eef714bd6f84002e8f57b&ReportType=2&regl=en-US,FAS-225835-2252-1-1-001,FAS-225835-2252-1-1-001(Khaira),225835,11,15,4.78,5.0,5.0,0.6289320754704403,5.0,5.0,5.0,0.0,4.75,5.0,5.0,1.58,4.78,5.0,5.0,0.67,0.7745285714285715,0.824,0.7615,0.23358277415287365,0.0,0.0,0.0,0.0,"DEFINITELY TAKE THIS CLASS! ANTHRO 1853 is an amazing class, and Damina is an great professor. She is very supportive of her students, very kind, and accessible outside of class. Whether you are an anthropology concentrator or who is interested in learning more about anthropology or ethnographic writing, I would highly highly highly recommend taking this class. I feel like I learned a lot about the anthropology of the everyday, especially thinking about different aspects of it such as space and time, and learned a lot about ethnographic writing. The student–led presentations were great, and I also really enjoyed the ethnographic fieldwork notebook where we would practice ethnographic writing with the prompts Damina would give us. It is a great class, so I could not recommend it enough!",0.9916,,0.0,,0.0
ANTHRO 1913,Ethnographies of Cities and the Urban 001,Tamburo,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a7437282d648576c6a24f420930aaefe73f82c2c04349d1b0e8f285eead2443b6c73815b36b75252abf13c4c761f0d92&ReportType=2&regl=en-US,FAS-225836-2252-1-1-001,FAS-225836-2252-1-1-001(Tamburo),225836,11,11,4.55,5.0,5.0,0.7833494518006403,4.64,5.0,5.0,0.6438520439863917,5.0,5.0,5.0,1.48,4.36,5.0,5.0,0.81,0.69506,0.9324,0.9392,0.40689816662157624,0.0,0.0,0.0,0.0,"I really recommend this class to students who are interested in urban studies or anthropology. This class was many of my peers' first anthropology class, and it was a really good introduction to what the department offers. It is clear that Professor Tamburo has a passion for teaching anthropology and has mastered the art of leading productive discussions. I would recommend any class by Professor Tamburo, especially those new to the field.",0.944,,0.0,,0.0
ANTHRO 2802,Anthropology and the Geopolitical: China and Africa entanglements in ethnographic perspective 001,Tamburo,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f4ae4484bfdfdb53342106232f127c7edd30c2d5bf0bdc29de6ec6aaff8fbe140be3093e9053100e4adb1eb70523ed04&ReportType=2&regl=en-US,FAS-225834-2252-1-1-001,FAS-225834-2252-1-1-001(Tamburo),225834,7,8,4.86,5.0,5.0,0.348735088019777,4.86,5.0,5.0,0.348735088019777,5.17,5.0,5.0,1.72,4.71,5.0,5.0,0.76,0.710775,0.9414,0.9603,0.47418492437022924,0.0,0.0,0.0,0.0,"This is a great class to take. Afro–China is a topic consistently misunderstood in the media and even in a lot of the scholarship. This is a course that will truly update your view on the topic. The course is a survey of Afro–China literature, and you really do get a great sense with critical and nuanced perspectives. Dr. Tamburo is a great instructor. I'm not entirely sure if she will be here again, but if you ever encounter her, you should take a class with her or just chat. She is very well–versed in the topic of China and Afro–China, with a particular focus on real estate, urban space, construction, and infrastructure. She structures the classroom so that students can speak more without losing sight of what's important in the discussions. She makes herself available to students, even though she's incredibly busy with her own writing. I wish we had met more times to chat. The book review is nothing complicated and straightforward. Dr. Tamburo guides you through how to write a proper book review. The final paper is a little tricky, since it's an anthropological paper that you need to write without going to the field, quite counter–intuitive at times because you'd usually make arguments based on ethnographic evidence. For people who are using this paper as a pre–fieldwork paper, it might be a bit of a struggle if the topic of your research is not a heavily researched topic. I'd have really appreciated it if we could have the choice between a precis+lit review and an argumentative paper.  All being said, Dr. Tamburo is avail herself to chat about the paper – you should definitely go chat with her if you're feeling confused or stuck about it. She is a great source of help.",0.9603,,0.0,,0.0
ANTHRO 2910,Theories of the Social 001,Coleman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6ab97b0b4dcc04dd44be73088167b3613226dd72dd4f25d56e3ab883377de8a660d02d2195afb04e9c4b642f860b79c1&ReportType=2&regl=en-US,FAS-218353-2252-1-1-001,FAS-218353-2252-1-1-001(Coleman),218353,5,12,4.5,4.5,4.0,0.502518907629606,4.25,4.0,4.0,0.4351941398892446,14.25,13.5,20.0,4.35,4.25,4.0,4.0,0.5,0.5417333333333334,0.6369,0.6369,0.400032027884435,0.0,0.0,0.0,0.0,"Biella's syllabus was very interesting and well–put, and it's an interesting class overall with class discussions and a final that allows you to engage with some course texts to write about a topic of your interest.",0.8856,,0.0,,0.0
APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,Gumb,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0bd3be7e7943c569eaeaf3399d336f5b9dba81069b8d1665ba52add0cf5f5dd0d64c5476ddc9c8cf184c9923c59b47db&ReportType=2&regl=en-US,FAS-203547-2252-1-1-001,FAS-203547-2252-1-1-001(Gumb),203547,178,277,4.29,5.0,5.0,0.8819171036881969,4.65,5.0,5.0,0.6723244767373876,11.41,10.0,10.0,4.4,4.29,5.0,5.0,0.9,0.6179676923076923,0.7296,0.0,0.3807816972638704,0.0,0.0,0.0,0.0,"209b is really fantastic, and the topics we discuss feel very relevant and current. I had mixed feelings about 209a, but I really enjoyed 209b. I'd say that while the general workload of the homework is roughly the same in 209b as in 209a, I found the homework in 209b to be more interesting and enjoyable to complete. I believe that 209a and 209b truly built the foundation for the SM in Data Science program, and I'm glad I took both. Pavlos, Chris, and Nitesh are all fantastic instructors, and I am grateful that I had the opportunity to learn from them.",0.9902,You can learn a lot from the class but the experience is not easy.,-0.4782,,0.0
APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,Protopapas,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8c27207ebdc3e2db9b305389f4cb0cf7aa844b2d4e221a5c0c0e245ed84fd7ce16d05dc4c0759935be2490d8c80e7ec7&ReportType=2&regl=en-US,FAS-203547-2252-1-1-001,FAS-203547-2252-1-1-001(Protopapas),203547,178,277,4.29,5.0,5.0,0.8819171036881969,4.72,5.0,5.0,0.717531522059146,11.41,10.0,10.0,4.4,4.29,5.0,5.0,0.9,0.6179676923076923,0.7296,0.0,0.3807816972638704,0.0,0.0,0.0,0.0,"209b is really fantastic, and the topics we discuss feel very relevant and current. I had mixed feelings about 209a, but I really enjoyed 209b. I'd say that while the general workload of the homework is roughly the same in 209b as in 209a, I found the homework in 209b to be more interesting and enjoyable to complete. I believe that 209a and 209b truly built the foundation for the SM in Data Science program, and I'm glad I took both. Pavlos, Chris, and Nitesh are all fantastic instructors, and I am grateful that I had the opportunity to learn from them.",0.9902,You can learn a lot from the class but the experience is not easy.,-0.4782,,0.0
APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,Sivasubramonia Pillai,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ca29cda328cdc17a9936418a5d4eb22c512267e94a4f0983e8f8e0daa25d5c491f4db0558911fee424f998078d1413d8&ReportType=2&regl=en-US,FAS-203547-2252-1-1-001,FAS-203547-2252-1-1-001(Sivasubramonia Pillai),203547,178,277,4.29,5.0,5.0,0.8819171036881969,3.37,4.0,5.0,1.398018399572965,11.41,10.0,10.0,4.4,4.29,5.0,5.0,0.9,0.6179676923076923,0.7296,0.0,0.3807816972638704,0.0,0.0,0.0,0.0,"209b is really fantastic, and the topics we discuss feel very relevant and current. I had mixed feelings about 209a, but I really enjoyed 209b. I'd say that while the general workload of the homework is roughly the same in 209b as in 209a, I found the homework in 209b to be more interesting and enjoyable to complete. I believe that 209a and 209b truly built the foundation for the SM in Data Science program, and I'm glad I took both. Pavlos, Chris, and Nitesh are all fantastic instructors, and I am grateful that I had the opportunity to learn from them.",0.9902,You can learn a lot from the class but the experience is not easy.,-0.4782,,0.0
